sentence_id,line_no,sample_id,source,difficulty,sentence_type,difficulty_score,gold_status,selection_tags,raw_text,gold,char_len,gold_word_count,split,split_role,review_flags,notes,participant_count,sentence_avg_word_f1,sentence_avg_boundary_f1,sentence_exact_match_rate,discrimination_index
166,166,evahan_test_b_891,EvaHan-2022,high,classical,63.28,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|long_sentence|pos_rich,初，魏人范睢从中大夫須贾使于齐，齐襄王闻其辯口，私赐之金及牛、酒。須贾以为睢以国阴事告齐也，归而告其相魏齐。魏齐怒，笞击范睢，折胁，摺齿。睢佯死，卷以簀，置廁中，使客醉者更溺之，以惩后，令无妄言者。,初 / ， / 魏人 / 范睢 / 从 / 中大夫 / 須贾 / 使 / 于 / 齐 / ， / 齐襄王 / 闻 / 其 / 辯口 / ， / 私 / 赐 / 之 / 金 / 及 / 牛 / 、 / 酒 / 。 / 須贾 / 以 / 为 / 睢 / 以 / 国 / 阴 / 事 / 告 / 齐 / 也 / ， / 归 / 而 / 告 / 其 / 相 / 魏齐 / 。 / 魏齐 / 怒 / ， / 笞 / 击 / 范睢 / ， / 折 / 胁 / ， / 摺 / 齿 / 。 / 睢 / 佯 / 死 / ， / 卷 / 以 / 簀 / ， / 置 / 廁 / 中 / ， / 使 / 客 / 醉 / 者 / 更 / 溺 / 之 / ， / 以 / 惩 / 后 / ， / 令 / 无 / 妄 / 言 / 者 / 。,99,87,test_b,platform_eval_v2_draft,very_long,Test A is same-book; Test B is cross-book.,104,0.601573,0.801885,0.0,0.419284
167,167,evahan_test_b_976,EvaHan-2022,high,classical,63.11,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|long_sentence|pos_rich,"武安君曰：""秦已拔上党，上党民不乐为秦而归赵。赵卒反覆，非尽杀之，恐为乱。""乃挟詐而尽坑杀之，遗其小者二百四十人归赵，前后斩首虏四十五万人；赵人大震。","武安君 / 曰 / ： / "" / 秦 / 已 / 拔 / 上党 / ， / 上党 / 民 / 不 / 乐 / 为 / 秦 / 而 / 归 / 赵 / 。 / 赵 / 卒 / 反覆 / ， / 非 / 尽 / 杀 / 之 / ， / 恐 / 为 / 乱 / 。 / "" / 乃 / 挟 / 詐 / 而 / 尽 / 坑 / 杀 / 之 / ， / 遗 / 其 / 小 / 者 / 二百四十 / 人 / 归 / 赵 / ， / 前后 / 斩 / 首虏 / 四十五万 / 人 / ； / 赵人 / 大 / 震 / 。",75,61,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.605784,0.792013,0.0,0.468845
168,168,evahan_test_b_920,EvaHan-2022,high,classical,63.08,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|long_sentence|pos_rich,"应侯坐，责讓之，且曰：""尔所以得不死者，以綈袍恋恋尚有故人之意耳！""乃大供具，请诸侯宾客；坐須贾于堂下，置莝、豆于前而馬食之，使归告魏王曰：""速斩魏齐头来，不然，且屠大梁！""","应侯 / 坐 / ， / 责 / 讓 / 之 / ， / 且 / 曰 / ： / "" / 尔 / 所 / 以 / 得 / 不 / 死 / 者 / ， / 以 / 綈袍 / 恋恋 / 尚 / 有 / 故 / 人 / 之 / 意 / 耳 / ！ / "" / 乃 / 大 / 供 / 具 / ， / 请 / 诸侯 / 宾客 / ； / 坐 / 須贾 / 于 / 堂 / 下 / ， / 置 / 莝 / 、 / 豆 / 于 / 前 / 而 / 馬 / 食 / 之 / ， / 使 / 归 / 告 / 魏王 / 曰 / ： / "" / 速 / 斩 / 魏齐 / 头 / 来 / ， / 不 / 然 / ， / 且 / 屠 / 大梁 / ！ / """,87,78,test_b,platform_eval_v2_draft,very_long,Test A is same-book; Test B is cross-book.,104,0.607951,0.80145,0.0,0.429067
169,169,evahan_test_b_360,EvaHan-2022,high,classical,63.04,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,今窃闻大王之卒，武士二十万，蒼头二十万，奋击二十万，廝徒十万；车六百乘，騎五千匹；乃聽于群臣之说，而欲臣事秦！,今 / 窃 / 闻 / 大王 / 之 / 卒 / ， / 武士 / 二十万 / ， / 蒼头 / 二十万 / ， / 奋击 / 二十万 / ， / 廝徒 / 十万 / ； / 车 / 六百 / 乘 / ， / 騎 / 五千 / 匹 / ； / 乃 / 聽 / 于 / 群臣 / 之 / 说 / ， / 而 / 欲 / 臣 / 事 / 秦 / ！,55,40,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.726939,0.85607,0.009615,0.452804
170,170,evahan_test_b_1071,EvaHan-2022,high,classical,63.0,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,五十九年（乙巳）秦将军摎伐韩，取阳城、负黍，斩首四万。伐赵，取二十余县，斩首虏九万。赧王恐，背秦，与诸侯约从，将天下銳师出伊闕攻秦，令无得通阳城。,五十九年 / （ / 乙巳 / ） / 秦 / 将军 / 摎 / 伐 / 韩 / ， / 取 / 阳城 / 、 / 负黍 / ， / 斩 / 首 / 四万 / 。 / 伐 / 赵 / ， / 取 / 二十余 / 县 / ， / 斩 / 首虏 / 九万 / 。 / 赧王 / 恐 / ， / 背 / 秦 / ， / 与 / 诸侯 / 约 / 从 / ， / 将 / 天下 / 銳师 / 出 / 伊闕 / 攻 / 秦 / ， / 令 / 无 / 得 / 通 / 阳城 / 。,73,55,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.663715,0.831774,0.0,0.38118
171,171,evahan_test_b_461,EvaHan-2022,high,classical,62.83,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|long_sentence|pos_rich,"王曰：""吾甚慚于孟子。""陳贾曰：""王无患焉。""乃見孟子，曰：""周公何人也？""曰：""古圣人也。""陳贾曰：""周公使管叔监商，管叔以商畔也。周公知其将畔而使之与？""","王 / 曰 / ： / "" / 吾 / 甚 / 慚 / 于 / 孟子 / 。 / "" / 陳贾 / 曰 / ： / "" / 王 / 无 / 患 / 焉 / 。 / "" / 乃 / 見 / 孟子 / ， / 曰 / ： / "" / 周公 / 何 / 人 / 也 / ？ / "" / 曰 / ： / "" / 古 / 圣人 / 也 / 。 / "" / 陳贾 / 曰 / ： / "" / 周公 / 使 / 管叔 / 监 / 商 / ， / 管叔 / 以 / 商 / 畔 / 也 / 。 / 周公 / 知 / 其 / 将 / 畔 / 而 / 使 / 之 / 与 / ？ / """,79,69,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.679281,0.827097,0.0,0.441853
172,172,evahan_test_b_374,EvaHan-2022,high,classical,62.73,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|long_sentence|pos_rich,三十七年（己丑）秦惠王使犀首欺齐、魏，与共伐赵，以败从约，赵肃侯讓苏秦，苏秦恐，请使燕，必報齐。苏秦去赵而从约皆解。赵人決河水以灌齐、魏之师，齐魏之师乃去。,三十七年 / （ / 己丑 / ） / 秦惠王 / 使 / 犀首 / 欺 / 齐 / 、 / 魏 / ， / 与 / 共 / 伐 / 赵 / ， / 以 / 败 / 从 / 约 / ， / 赵肃侯 / 讓 / 苏秦 / ， / 苏秦 / 恐 / ， / 请 / 使 / 燕 / ， / 必 / 報 / 齐 / 。 / 苏秦 / 去 / 赵 / 而 / 从 / 约 / 皆 / 解 / 。 / 赵人 / 決 / 河水 / 以 / 灌 / 齐 / 、 / 魏 / 之 / 师 / ， / 齐 / 魏 / 之 / 师 / 乃 / 去 / 。,78,64,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.645781,0.824759,0.0,0.431069
173,173,evahan_test_b_247,EvaHan-2022,high,classical,62.68,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|long_sentence|pos_rich,田忌善而客待之，进于威王。威王问兵法，遂以为师。于是威王谋救赵，以孙臏为将；辭以刑余之人不可，乃以田忌为将而孙子为师，居輜车中，坐为计谋。,田忌 / 善 / 而 / 客 / 待 / 之 / ， / 进 / 于 / 威王 / 。 / 威王 / 问 / 兵法 / ， / 遂 / 以 / 为 / 师 / 。 / 于是 / 威王 / 谋 / 救 / 赵 / ， / 以 / 孙臏 / 为 / 将 / ； / 辭 / 以 / 刑余 / 之 / 人 / 不 / 可 / ， / 乃 / 以 / 田忌 / 为 / 将 / 而 / 孙子 / 为 / 师 / ， / 居 / 輜车 / 中 / ， / 坐 / 为 / 计谋 / 。,69,57,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.657434,0.829922,0.0,0.395826
174,174,evahan_test_b_200,EvaHan-2022,high,classical,62.61,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|long_sentence|pos_rich,孝公生二十一年矣。是时河、山以东強国六，淮、泗之间小国十余，楚、魏与秦接界。魏筑长城，自郑濱洛以北有上郡；楚自汉中，南有巴、黔中：皆以夷翟遇秦，擯斥之，不得与中国之会盟。,孝公 / 生 / 二十一 / 年 / 矣 / 。 / 是 / 时 / 河 / 、 / 山 / 以 / 东 / 強国 / 六 / ， / 淮 / 、 / 泗 / 之 / 间 / 小国 / 十 / 余 / ， / 楚 / 、 / 魏 / 与 / 秦 / 接 / 界 / 。 / 魏 / 筑 / 长城 / ， / 自 / 郑 / 濱洛 / 以 / 北 / 有 / 上郡 / ； / 楚 / 自 / 汉中 / ， / 南 / 有 / 巴 / 、 / 黔中 / ： / 皆 / 以 / 夷翟 / 遇 / 秦 / ， / 擯斥 / 之 / ， / 不 / 得 / 与 / 中国 / 之 / 会盟 / 。,85,71,test_b,platform_eval_v2_draft,very_long,Test A is same-book; Test B is cross-book.,104,0.640197,0.821776,0.0,0.32939
175,175,evahan_test_b_1052,EvaHan-2022,high,classical,62.6,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|long_sentence|pos_rich,赵王与平原君计，以五城封公子。赵王掃除自迎，執主人之礼，引公子就西阶。公子侧行辭讓，从东阶上，自言罪过。以负于魏，无功于赵。赵王与公子饮至暮，口不忍献五城，以公子退讓也。赵王以鄗为公子汤沐邑。,赵王 / 与 / 平原君 / 计 / ， / 以 / 五 / 城 / 封 / 公子 / 。 / 赵王 / 掃 / 除 / 自 / 迎 / ， / 執 / 主人 / 之 / 礼 / ， / 引 / 公子 / 就 / 西 / 阶 / 。 / 公子 / 侧行 / 辭讓 / ， / 从 / 东 / 阶 / 上 / ， / 自 / 言 / 罪过 / 。 / 以 / 负 / 于 / 魏 / ， / 无 / 功 / 于 / 赵 / 。 / 赵王 / 与 / 公子 / 饮 / 至 / 暮 / ， / 口 / 不 / 忍 / 献 / 五 / 城 / ， / 以 / 公子 / 退讓 / 也 / 。 / 赵王 / 以 / 鄗 / 为 / 公子 / 汤沐邑 / 。,96,77,test_b,platform_eval_v2_draft,very_long,Test A is same-book; Test B is cross-book.,104,0.636748,0.822173,0.0,0.391113
176,176,evahan_test_b_418,EvaHan-2022,high,classical,62.57,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,卒然问曰：『天下惡乎定？』吾对曰：『定于一。』『孰能一之？』对曰：『不嗜杀人者能一之。』『孰能与之？』对曰：『天下莫不与也。王知夫苗乎？,卒然 / 问 / 曰 / ： / 『 / 天下 / 惡 / 乎 / 定 / ？ / 』 / 吾 / 对 / 曰 / ： / 『 / 定 / 于 / 一 / 。 / 』 / 『 / 孰 / 能 / 一 / 之 / ？ / 』 / 对 / 曰 / ： / 『 / 不 / 嗜 / 杀 / 人 / 者 / 能 / 一 / 之 / 。 / 』 / 『 / 孰 / 能 / 与 / 之 / ？ / 』 / 对 / 曰 / ： / 『 / 天下 / 莫 / 不 / 与 / 也 / 。 / 王 / 知 / 夫 / 苗 / 乎 / ？,68,65,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.755527,0.870303,0.0,0.416823
177,177,evahan_test_b_351,EvaHan-2022,high,classical,62.5,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|long_sentence|pos_rich,张仪者，魏人，与苏秦俱事鬼谷先生，学縱橫之術，苏秦自以为不及也。仪游诸侯无所遇，困于楚，苏秦故召而辱之。仪恐，念诸侯独秦能苦赵，遂入秦。苏秦阴遣其舍人繼金币资仪，仪得見秦王。秦王说之，以为客卿。,张仪 / 者 / ， / 魏人 / ， / 与 / 苏秦 / 俱 / 事 / 鬼谷先生 / ， / 学 / 縱橫 / 之 / 術 / ， / 苏秦 / 自 / 以为 / 不及 / 也 / 。 / 仪 / 游 / 诸侯 / 无 / 所 / 遇 / ， / 困 / 于 / 楚 / ， / 苏秦 / 故 / 召 / 而 / 辱 / 之 / 。 / 仪 / 恐 / ， / 念 / 诸侯 / 独 / 秦 / 能 / 苦 / 赵 / ， / 遂 / 入 / 秦 / 。 / 苏秦 / 阴 / 遣 / 其 / 舍人 / 繼 / 金币 / 资 / 仪 / ， / 仪 / 得 / 見 / 秦王 / 。 / 秦王 / 说 / 之 / ， / 以 / 为 / 客卿 / 。,97,78,test_b,platform_eval_v2_draft,very_long,Test A is same-book; Test B is cross-book.,104,0.587368,0.799755,0.0,0.431581
178,178,evahan_test_b_996,EvaHan-2022,high,classical,62.45,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|long_sentence|pos_rich,"子顺曰：""民之不可与虑始久矣！古之善为政者，其初不能无謗。子产相郑，三年而后謗止；吾先君之相鲁，三月而后謗止。今吾为政日新，雖不能及贤，庸知謗乎！""文咨曰：""未識先君之謗何也？""子顺曰：""先君相鲁，人誦之曰：『麛裘而芾，投之无戾。芾而麛裘，投之无郵。』及三月，政化既成，民又誦曰：『裘衣章甫，实获我所，章甫裘衣，惠我无私。』""","子顺 / 曰 / ： / "" / 民 / 之 / 不 / 可 / 与 / 虑 / 始 / 久 / 矣 / ！ / 古 / 之 / 善 / 为 / 政 / 者 / ， / 其 / 初 / 不 / 能 / 无 / 謗 / 。 / 子产 / 相 / 郑 / ， / 三 / 年 / 而 / 后 / 謗 / 止 / ； / 吾 / 先君 / 之 / 相 / 鲁 / ， / 三 / 月 / 而 / 后 / 謗 / 止 / 。 / 今 / 吾 / 为 / 政 / 日 / 新 / ， / 雖 / 不 / 能 / 及 / 贤 / ， / 庸 / 知 / 謗 / 乎 / ！ / "" / 文咨 / 曰 / ： / "" / 未 / 識 / 先君 / 之 / 謗 / 何 / 也 / ？ / "" / 子顺 / 曰 / ： / "" / 先君 / 相 / 鲁 / ， / 人 / 誦 / 之 / 曰 / ： / 『 / 麛 / 裘 / 而 / 芾 / ， / 投 / 之 / 无 / 戾 / 。 / 芾 / 而 / 麛 / 裘 / ， / 投 / 之 / 无 / 郵 / 。 / 』 / 及 / 三 / 月 / ， / 政化 / 既 / 成 / ， / 民 / 又 / 誦 / 曰 / ： / 『 / 裘衣 / 章甫 / ， / 实 / 获 / 我 / 所 / ， / 章甫 / 裘衣 / ， / 惠 / 我 / 无 / 私 / 。 / 』 / """,163,151,test_b,platform_eval_v2_draft,very_long,Test A is same-book; Test B is cross-book.,104,0.613235,0.803575,0.0,0.425616
179,179,evahan_test_b_1227,EvaHan-2022,high,classical,62.41,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|long_sentence|pos_rich,王曰：「定天保，依天室，悉求夫惡，貶从殷王受。日夜劳来定我西土，我维顯服，及德方明。自洛汭延于伊汭，居易毋固，其有夏之居。我南望三塗，北望嶽鄙，顧詹有河，粵詹雒、伊，毋远天室。」,王 / 曰 / ： / 「 / 定 / 天保 / ， / 依 / 天室 / ， / 悉 / 求 / 夫 / 惡 / ， / 貶 / 从 / 殷王受 / 。 / 日夜 / 劳 / 来 / 定 / 我 / 西 / 土 / ， / 我 / 维 / 顯 / 服 / ， / 及 / 德 / 方 / 明 / 。 / 自 / 洛汭 / 延 / 于 / 伊汭 / ， / 居 / 易 / 毋 / 固 / ， / 其 / 有夏 / 之 / 居 / 。 / 我 / 南 / 望 / 三塗 / ， / 北 / 望 / 嶽 / 鄙 / ， / 顧 / 詹 / 有 / 河 / ， / 粵 / 詹 / 雒 / 、 / 伊 / ， / 毋 / 远 / 天室 / 。 / 」,89,79,test_b,platform_eval_v2_draft,very_long,Test A is same-book; Test B is cross-book.,104,0.580152,0.799252,0.0,0.424292
180,180,evahan_test_b_956,EvaHan-2022,high,classical,62.33,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|long_sentence|pos_rich,"虞卿曰：""今制媾者在秦，秦必欲破王之军矣；雖往请媾，秦将不聽。不如发使以重宝附楚、魏，楚、魏受之，则秦疑天下之合从，媾乃可成也。""王不聽，使郑朱媾于秦，秦受之。王谓虞卿曰：""秦内郑朱矣。""","虞卿 / 曰 / ： / "" / 今 / 制 / 媾 / 者 / 在 / 秦 / ， / 秦 / 必 / 欲 / 破 / 王 / 之 / 军 / 矣 / ； / 雖 / 往 / 请 / 媾 / ， / 秦 / 将 / 不 / 聽 / 。 / 不如 / 发 / 使 / 以 / 重宝 / 附 / 楚 / 、 / 魏 / ， / 楚 / 、 / 魏 / 受 / 之 / ， / 则 / 秦 / 疑 / 天下 / 之 / 合从 / ， / 媾 / 乃 / 可 / 成 / 也 / 。 / "" / 王 / 不 / 聽 / ， / 使 / 郑朱 / 媾 / 于 / 秦 / ， / 秦 / 受 / 之 / 。 / 王 / 谓 / 虞卿 / 曰 / ： / "" / 秦 / 内 / 郑朱 / 矣 / 。 / """,94,86,test_b,platform_eval_v2_draft,very_long,Test A is same-book; Test B is cross-book.,104,0.675148,0.831298,0.0,0.472216
181,181,evahan_test_b_77,EvaHan-2022,high,classical,62.3,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|long_sentence|pos_rich,"卒母闻而哭之。人曰：""子，卒也，而将军自吮其疽，何哭为？""母曰：""非然也。往年吴公吮其父疽，其父战不旋踵，遂死于敌。吴公今又吮其子，妾不知其死所矣，是以哭之。""","卒 / 母 / 闻 / 而 / 哭 / 之 / 。 / 人 / 曰 / ： / "" / 子 / ， / 卒 / 也 / ， / 而 / 将军 / 自 / 吮 / 其 / 疽 / ， / 何 / 哭 / 为 / ？ / "" / 母 / 曰 / ： / "" / 非 / 然 / 也 / 。 / 往年 / 吴公 / 吮 / 其 / 父 / 疽 / ， / 其 / 父 / 战 / 不 / 旋踵 / ， / 遂 / 死 / 于 / 敌 / 。 / 吴公 / 今 / 又 / 吮 / 其 / 子 / ， / 妾 / 不 / 知 / 其 / 死 / 所 / 矣 / ， / 是以 / 哭 / 之 / 。 / """,80,74,test_b,platform_eval_v2_draft,very_long,Test A is same-book; Test B is cross-book.,104,0.640102,0.806185,0.0,0.471636
182,182,evahan_test_b_951,EvaHan-2022,high,classical,62.27,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|pos_rich,五十五年（辛丑）秦左庶长王齕攻上党，拔之。,五十五年 / （ / 辛丑 / ） / 秦 / 左庶长 / 王齕 / 攻 / 上党 / ， / 拔 / 之 / 。,21,13,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.520099,0.757186,0.009615,0.45126
183,183,evahan_test_b_310,EvaHan-2022,high,classical,62.17,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|long_sentence|pos_rich,"僕请终日正言而无誅，可乎？""商君曰：""诺。""赵良曰：""五羖大夫，荊之鄙人也，穆公举之牛口之下：而加之百姓之上，秦国莫敢望焉。相秦六七年而东伐郑，三置晋君，一救荊祸。","僕 / 请 / 终日 / 正言 / 而 / 无 / 誅 / ， / 可 / 乎 / ？ / "" / 商君 / 曰 / ： / "" / 诺 / 。 / "" / 赵良 / 曰 / ： / "" / 五羖大夫 / ， / 荊 / 之 / 鄙人 / 也 / ， / 穆公 / 举 / 之 / 牛口 / 之 / 下 / ： / 而 / 加 / 之 / 百姓 / 之 / 上 / ， / 秦国 / 莫 / 敢 / 望 / 焉 / 。 / 相 / 秦 / 六 / 七 / 年 / 而 / 东 / 伐 / 郑 / ， / 三 / 置 / 晋君 / ， / 一 / 救 / 荊 / 祸 / 。",82,69,test_b,platform_eval_v2_draft,very_long,Test A is same-book; Test B is cross-book.,104,0.575507,0.784826,0.0,0.41308
184,184,evahan_test_b_632,EvaHan-2022,high,classical,62.17,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,平原君好士，食客嘗数千人。有公孙龙者，善为坚白同异之辯，平原君客之。孔穿自鲁适赵，与公孙龙論臧三耳，龙甚辯析。,平原君 / 好 / 士 / ， / 食客 / 嘗 / 数 / 千 / 人 / 。 / 有 / 公孙龙 / 者 / ， / 善 / 为 / 坚白同异 / 之 / 辯 / ， / 平原君 / 客 / 之 / 。 / 孔穿 / 自 / 鲁 / 适 / 赵 / ， / 与 / 公孙龙 / 論 / 臧三耳 / ， / 龙 / 甚 / 辯析 / 。,55,39,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.514889,0.759911,0.0,0.396982
185,185,tcm_test_48,TCM-Ancient-Books,high,tcm,77.47,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|oov_heavy|punctuation_rich,仙家有贮石莲子及干藕经千年者，食之不饥，轻身能飞，至妙,仙家 / 有 / 贮 / 石莲子 / 及 / 干藕 / 经 / 千年 / 者 / ， / 食之不饥 / ， / 轻身 / 能飞 / ， / 至妙,27,16,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.52239,0.751147,0.0,0.370855
186,186,tcm_test_389,TCM-Ancient-Books,high,tcm,76.81,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|oov_heavy|long_sentence|punctuation_rich,谨按《广州记》云∶生岭南及海中，独茎，对叶而生，如灯台草，根若细辛,谨 / 按 / 《 / 广州 / 记 / 》 / 云 / ∶ / 生 / 岭南 / 及海中 / ， / 独茎 / ， / 对 / 叶而生 / ， / 如 / 灯台 / 草 / ， / 根若 / 细辛,33,23,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.595311,0.778406,0.028846,0.367043
187,187,tcm_test_288,TCM-Ancient-Books,high,tcm,71.2,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|oov_heavy|punctuation_rich,陈者煎膏，生肌长肉，止痛，消痈肿，补皮裂,陈者 / 煎 / 膏 / ， / 生肌 / 长肉 / ， / 止痛 / ， / 消 / 痈肿 / ， / 补皮裂,20,13,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.543666,0.775828,0.0,0.432762
188,188,tcm_test_111,TCM-Ancient-Books,high,tcm,69.74,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|oov_heavy|punctuation_rich,蛮人常食，似獐肉而腥气,蛮人常食 / ， / 似 / 獐 / 肉 / 而 / 腥气,11,7,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.545553,0.756152,0.048077,0.454407
189,189,tcm_test_17,TCM-Ancient-Books,high,tcm,69.44,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|oov_heavy|punctuation_rich,岭南荜茇尤治胃气疾，巴蜀有之,岭南 / 荜茇 / 尤 / 治 / 胃气疾 / ， / 巴蜀 / 有 / 之,14,9,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.582672,0.767445,0.038462,0.522002
190,190,tcm_test_360,TCM-Ancient-Books,high,tcm,68.78,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|oov_heavy|punctuation_rich,北人亦呼为黄瓜，为石勒讳，因而不改,北人 / 亦 / 呼为 / 黄瓜 / ， / 为 / 石勒 / 讳 / ， / 因而 / 不改,17,11,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.588183,0.800382,0.038462,0.4332
191,191,tcm_test_80,TCM-Ancient-Books,high,tcm,68.46,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|oov_heavy|punctuation_rich,八桃人∶每夜嚼一颗，和蜜涂手、面良,八桃人 / ∶ / 每夜 / 嚼 / 一颗 / ， / 和 / 蜜涂手 / 、 / 面良,17,10,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.511222,0.744148,0.038462,0.417932
192,192,tcm_test_280,TCM-Ancient-Books,high,tcm,68.23,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|oov_heavy|punctuation_rich,五除疳疮，小儿脑热，水渍注鼻中,五除 / 疳疮 / ， / 小儿 / 脑热 / ， / 水渍 / 注鼻中,15,8,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.497911,0.751459,0.038462,0.533798
193,193,tcm_test_120,TCM-Ancient-Books,high,tcm,66.3,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|oov_heavy|punctuation_rich,主缓中，汗出虚劳，安心止惊,主 / 缓中 / ， / 汗出 / 虚劳 / ， / 安心 / 止惊,13,8,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.494376,0.736029,0.019231,0.418095
194,194,tcm_test_143,TCM-Ancient-Books,high,tcm,65.92,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|oov_heavy|punctuation_rich,二治咳嗽不差者，黄明胶炙令半焦为末，每服一钱匕,二 / 治咳嗽 / 不 / 差者 / ， / 黄明胶 / 炙令 / 半焦 / 为 / 末 / ， / 每服 / 一钱 / 匕,23,14,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.456954,0.730627,0.028846,0.35527
195,195,tcm_test_113,TCM-Ancient-Books,high,tcm,65.63,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|oov_heavy|punctuation_rich,若腹中有积聚寒热者，食熊肉永不除差,若 / 腹中 / 有 / 积聚 / 寒热 / 者 / ， / 食熊肉 / 永不 / 除差,17,10,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.478029,0.721439,0.038462,0.490611
196,196,tcm_test_126,TCM-Ancient-Books,high,tcm,65.52,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|oov_heavy|punctuation_rich,细切如豆，面拌，醋浆水煮二十余沸,细切 / 如豆 / ， / 面拌 / ， / 醋 / 浆水 / 煮 / 二十余 / 沸,16,10,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.510878,0.750145,0.028846,0.417829
197,197,tcm_test_391,TCM-Ancient-Books,high,tcm,64.37,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|oov_heavy|punctuation_rich,其色黑者不堪，其状黄散者,其色 / 黑者 / 不堪 / ， / 其状 / 黄散者,12,6,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.456032,0.711692,0.048077,0.605678
